"";"tweets.df.text";"emot"
"4261";"RT @quinnthereaux: Today I learned that I can borrow audiobooks for free via @HooplaDigital thanks to @multcolib. There's some gems! https:";""
"4262";"There's something about the Whataroa Hotel that has kept me here for three nights. I suspect https://t.co/WAxGyuKVPs";""
"4263";"RT @jinkistar: This is the most purest video of SHINee ever https://t.co/yY8do5tosM";""
"4264";"one person followed me // automatically checked by https://t.co/6ogHgDm1Z0";""
"4265";"Washington (CNN)The White House is releasing its budget proposal Thursday with just $1.5 billion immediately... https://t.co/lpStYR7hNz";""
"4266";"@NickHopeTV From someone who has benefitted via a job over the last 7 years and is passionate about elite sport!";""
"4267";"Big Brother Naija: Thin Tall Tony rejects N1million offer to withdraw from house https://t.co/G8n3sFslBW";""
"4268";"RT @App1eCrisp: Anyone know of someone or is interested in doing some video editing? Send resume to my biz email in my Twitter bio ";"<SMILING FACE WITH SMILING EYES>"
"4269";"RT @TNHREALESTATE: Our spectacular Dubai Hills Mansion Listing. Contact us for more info.
The Noble House Rea https://t.co/a8MqPlOCON http";""
"4270";"RT @ScotsFyre: Except the vast majority of Muslim countries aren't affected. I regret my vote 

 https://t.co/EuT3g8oB1i";""
"4271";"It's actually nice tho  https://t.co/22A1JHXYxZ";"<EXPRESSIONLESS FACE>"
"4272";"@Sometimes_x @benjilo_ well the photos were released so maybe he survived";""
"4273";"RT @dailytxtmsg: I need you more than you need me.";""
"4274";"ALLAH help me.......";""
"4275";"RT @Sandeep0750: @Gurmeetramrahim #Day9JEshoot wow papa ji u r great..";""
"4276";"RT @A_Geechi: Sex is fire and shit but you ever just kissed someone and it was like damn wtf this is some good shit lmaooooo";""
"4277";"I'll remember this";""
"4278";"RT @ChrisMulero: #LaVarBallSays Kobe passed him the ball.";""
"4279";"''Never give up ''
Good things take time to happen ";"<OK HAND SIGN>"
"4280";"RT @PrinceEa: The world needs you, you should remember this everyday. https://t.co/LzGQ0zTwOz";""
"4281";"@whida reminds me of Shuhei Nomura, dunno why LOL ";"<GRINNING FACE>"
"4282";"Offering thoughts and prayers for #RidleyPark #Pennsylvania - #PrayForRidleyPark";""
"4283";"RT @SbatSports: Lucky 15 ew
Towcester 2.35 Grams  And Ounces 6/1
Hexham 3.45 Darsi Dancer 7/1
Towcester 4.35 Dubai Devils 7/1
Dundalk 9.00";""
"4284";"Best girlfriend everr ";"<SMILING FACE WITH SMILING EYES><SPARKLING HEART>"
"4285";"@SmithInAmerica @chuckburke13 - One of many, I hope!";""
"4286";"RT @RealMikePants: .@NHLBlackhawks 15-2 since February and #firstplace in the #centraldivision oh and 2-0 against @mnwild lol ";""
"4287";"Kelan kay gagruadate itomg si diego? Move on na hoy. You and Ivy/Lily are not meant to be #WildflowerSulyap";""
"4288";"Its not just about you as an organisation,  but it is about your audience. Speak relevantly to your audience. #socialmedia4rightszw";""
"4289";"RT @myunwrittensoul: ""Leave me alone, please. That is what you always do.""";""
"4290";"RT @0922x0917: instead, he asked BamBam to tap the button for him https://t.co/NAIWKKDlOH";""
"4291";"@noureddiniho same";""
"4292";"RT @zsachrista: So she ain't hear the train? The photographer ain't see that hoe coming? I have so many I answered questions. R.I.P ";""
"4293";"RT @ultpcysobi: ALL JUNGKOOK WANTED WAS FOR BTS TO ARRIVE AT HIS GRADUATION&amp;WHEN THEY DID HE JUST COULDN'T STOP SMILINGTHEY MEAN S ";"<TIRED FACE>"
"4294";"How to use the banking system to your benefit. @Bankofisland @bighappyhead https://t.co/3sWvSqsQfW";""
"4295";"RT @seonmuriya: [fanart] stay #bts #jungkook https://t.co/V1LTQNpo7E";""
"4296";"RT @elaykho: Agree..

#DTBYProtesta https://t.co/Vc600JNACw";""
"4297";"Federal judges block Trump's travel ban CNN https://t.co/hUP8MHIeuN https://t.co/dQsCaUhmBZ";""
"4298";"RT @deIuge: i hope i don't regret this lmao";""
"4299";"RT @Omeed: Good advice for all streamers. https://t.co/zy4bEj9QTh";""
"4300";"@Olwayz_horny ok add me too";""
"4301";"RT @rubyvicky_i: @Gurmeetramrahim outstanding #Day9JEshoot";""
"4302";"RT @AsterAdvisor: Bringing in outside advisors can help orchestrate the succession planning process. https://t.co/5gepZ0TeRB";""
"4303";"RT @StahlFolse: best dating sited in San Diego https://t.co/MKcG8XtMDu";""
"4304";"RT @GratefulDead: Happy Birthday Phil! https://t.co/hkJSNRNrNF";""
"4305";"RT @C21_Teaching: Preceding Custodian of this space introducing Gavi, an elder, and the space, the cultural significance and importance. #T";""
"4306";"RT @itsHIMYMquotes: Ted: Because here's the thing, kids, when you believe in people, people come through.";""
"4307";"When 98% of Snapchats last night was of Justin Bieber... Oh, wait .";"<SMIRKING FACE>"
"4308";"RT @thisisbarn: We ALL got snow, but some people got tickets! How was YOUR parking situation during the snowstorm? ";""
"4309";"As the day drones on you may catch yourself staring at the clo... More for Gemini https://t.co/gDOHvAyblO";""
"4310";"RT @MrAlMubarak: Well Die alone, 
Well enter our Graves alone,
Well be Questioned alone,
Well stand before Allah alone
May Allah make i";""
"4311";"RT @Sandeep0750: @Gurmeetramrahim #Day9JEshoot wow papa ji u r great..";""
"4312";"RT @ShotaMuto1: @FCBayernEN legend";"<PERSON RAISING BOTH HANDS IN CELEBRATION>"
"4313";"RT @WeirdLifeHacks: MEN AND WOMEN ARE SO DIFFERENT https://t.co/HIrEQrGqOA";"<OK HAND SIGN>"
"4314";"RT @summitari: A WOMAN. A VOCALIST. A GRAMMY WORTHY ARTIST. YES? YES. https://t.co/8zMb8EPi8G";""
"4315";"RT @ultlost: hoseok at airport w glasses!!!! a concept!!1!1!1!1!!!1! https://t.co/eA1kpRErsh";""
"4316";"RT @jellombooty4: boyyyy tattoos are definitely a weakness like yes daddy I do ";"<FACE WITH STUCK-OUT TONGUE AND WINKING EYE><TONGUE>"
"4317";"Please RT! #decoration #interiordesign ~Shopping Pottery Barn~ https://t.co/2jYimpBPw8";""
"4318";"Palutena: The last player defeated takes the role of the light or dark angel.";""
"4319";"RT @MalditangMayora: Jesus is the way, the truth and the light! ";"<HEAVY BLACK HEART>"
"4320";"RT @AnimalBabyPix: When you put something in the cart when ur shopping with ur mom and u hope she doesn't notice. https://t.co/AD8OctZlO6";""
"4321";"I woke up just to retweet this. https://t.co/tom05E207l";""
"4322";"@wookie_wizardry  These two say it all";"<FACE WITH TEARS OF JOY><SLEEPING FACE><UMBRELLA WITH RAIN DROPS>"
"4323";"RT @spectatorindex: BREAKING: Turkey says no difference between Wilders the 'fascist' and Dutch liberals, while Foreign Minister warns agai";""
"4324";"@pompeychiv just one of those things mate, like people who say ill give 120%";""
"4325";"RT @trendinaliaPI: Trend Alert: 'YASNER ThisIsUs'. More trends at https://t.co/dRwxiUtCOV #trndnl https://t.co/7BoHJl3qlf";""
"4326";"@footpryntapp #footpryntpays 
https://t.co/BnKpDZ06Oi
Get Amazing offers And Win Cash Too
@dantus19 
@appie_appz https://t.co/o017BtH3uq";""
"4327";"RT @Mr_MuddyPuddle: @FoxNews I reckon he'll just go on T.V. holding a tap with wire around it shouting ""Obama, Obama, Obama!""";""
"4328";"RT @FBAwayDays: Wife pranks football mad husband by turning the Tv on and off via hidden remote, watch til the end!  https://t.co/fgLX0nwa";"<SMILING FACE WITH OPEN MOUTH AND COLD SWEAT>"
"4329";"@sugarsday @BTS_twt make sure to like the GA tweet";""
"4330";"Eloquent border thoughts. 

May and EU cant dictate that line of malice be redrawn https://t.co/sxYwBSdrIu via @IrishTimes";""
"4331";"RT @Wadjilicious: @ZakWHgov @ShafPatel @realDonaldTrump this was a cab strike against Uber last year. Check your facts. Don't drag us in yo";""
"4332";"RT @p_sahibsingh: With fellow MPs in the Parliament today. Smiles say it all. Nice constructive day. https://t.co/RUup46OSqo";""
"4333";"Retired NFL Player Spent Nearly $20,000  In One -- https://t.co/c0LqsujCwo";""
"4334";"RT @Manilaconcerts: Tickets to #PhoenixMNL show now available! 

They're coming back on 08/15 at @TheBigDome!

Full details: ";""
"4335";"@eqracer What kind of a low IQ low self-esteem low dignity guy gets his / her food from meals on wheels?";""
"4336";"amateur stripers #free reshma sex https://t.co/k0TcQLZjVm";""
"4337";"We're still at loss for words.  https://t.co/wNLUMiZwTX";"<DISAPPOINTED BUT RELIEVED FACE>"
"4338";"RT @tomorrowdoesnt: Gotta thing for a king but you aint a king https://t.co/JMk1uKCz9p";""
"4339";"LOOK LIKE A FAMILY GUY CUTAWAY I'M SICK https://t.co/uSNZGhariC";""
"4340";"RT @DAVOR_DAVE: I love this part https://t.co/18DRarmVfo";""
"4341";"This #job might be a great fit for you: TRANSPORTATION AIDE - https://t.co/NcXi7yOID1 #Transportation https://t.co/X5ZWT2yotf";""
"4342";"RT @PINOY_QUOTES: Your best teacher is your last mistake.";""
"4343";"RT @hvmesick: theyre so stupud but i love them https://t.co/g8UhRdWZtz";""
"4344";"RT @wlchia0120: Never felt so stress before ";"<WEARY FACE>"
"4345";"RT @deisikseu: JUST. LISTEN. TO. HOW. RAW. THEIR. VOICES. ARE. EVEN. IF. THEIR. HALF. FOOLING. AROUND. THIS IS DAY6. https://t.co/PY0xwPrr2j";""
"4346";"@IamCharmaine50 it's always time for a nap";""
"4347";"Sometimes you feel more intimately connected to your close cir... More for Capricorn https://t.co/KwivKKLthC";""
"4348";"Good luck to @nicolette7g and every other athlete competing at this years AfricanX https://t.co/4Xi3lkqube  https://t.co/4Xi3lkqube";""
"4349";"@shenfghjkl twinning bes";""
"4350";"You feel like a petal floating down a river at the mercy of th... More for Cancer https://t.co/yWg9AxJGuN";""
"4351";"It's easy to hit your stride today as long as you choose activ... More for Taurus https://t.co/R5jhoLBTQx";""
"4352";"Your current boredom could turn to sullenness if you don't fin... More for Aries https://t.co/vS05azNLY9";""
"4353";"disabled Veteran Told He Wouldnt Walk Again Until  https://t.co/ByfvI7Snqv";""
"4354";"""[Jesus] is the image of the invisible God, the firstborn of all creation. ""

Col1.15;esv via @Logos";""
"4355";"Gfriend fighting https://t.co/p6ladBhOBf";"<TWO HEARTS>"
"4356";"RT @bxtterflystyles: HES SO SMALL WHAT JUST HAPPENED";""
"4357";"@glenorioleglen Thank you Glen, have a very happy Thursday! Xx";""
"4358";"That Helen Zille tweet has taken the DA 8 steps backwards after making inroads through the municipal elections. What a pity.";""
"4359";"My enlightenment has freed me from everything, including enlightenment. ~ Osho";""
"4360";"Happening now #saudi arabia  is signing deals with #chinese #companies";""
"4361";"Conservative Party fined 70,000 over election expenses https://t.co/IUyMW5GgUA";""
"4362";"Do you like and eat salami?  nope https://t.co/hha6OPHiw8";""
"4363";"@realDonaldTrump @7thpresident of course you like the man who was into genocide . Figures. #TraitorTrump #ProGenocide";""
"4364";"Keep trying ";"<PENSIVE FACE>"
"4365";"RT @Deal_Town: Thanks for the accolade @thetimes - we agree!

https://t.co/zi8g5TuzPK @VisitKent";""
"4366";"Help mum de-stress this Mother's Day and treat her to a day at the @pyramidsspa  https://t.co/kFquqSKC1b";"<CHERRY BLOSSOM>"
"4367";"Will you be joining us tonight for informal networking? 5-7pm @HICambridge https://t.co/5ejI4sYxcT https://t.co/AdY0kAOHtL";""
"4368";"Fresh wild garlic, ready to be added to our roast celeriac dish  #nottingham #derby #food https://t.co/5u3ok7orAB";"<FACE SAVOURING DELICIOUS FOOD><HERB>"
"4369";"Financial services apprenticeship standard gains support https://t.co/XULsHJ7TKi";""
"4370";"RT @AzeemWyne: A joint strategy in the wake of upcoming Lok Sabha by-elections in central and south Kashmir. #hrc34 https://t.co/Hxpy0hiwrl";""
"4371";"Travel ban blocked by a Jap his family probably attacked Pearl Harbor, go back Jap. #travelban #hiroshimachuang #gohomejap #unsafeterrorists";""
"4372";"RT @JanosNewsFR: Jais single again.";""
"4373";"RT @MetalMemoriesUK: Win A Baby Framed Print! Simply F+RT to enter: Ends:17th March 2017 
https://t.co/nHmy5AANgD      
#gifts #win ";""
"4374";"Stats for the day have arrived. 1 new follower and NO unfollowers :) via https://t.co/Mx74Yi2MWC.";""
"4375";"#NOWPLAYING ACDC - Back in Black on #PulseRadio https://t.co/c7zmQ9c652";""
"4376";"RT @LIZAnianz: Visit @bellissimaph today!  LIKE Liza's ig post  https://t.co/Y4jmvGlbj6  https://t.co/72z1ZmDfPa";"<BLACK RIGHTWARDS ARROW><HEAVY BLACK HEART><NAIL POLISH>"
"4377";"RT @LeekJack_: It's the type of cold outside that just makes you  mad at everybody";""
"4378";"@Mullet345 we don't know if there will be a DLC 4. It would probably happen but it would take a few months";""
"4379";"RT @dr_morton_: How to turn #Twitter Followers into #Business Dollars: https://t.co/9aGtMmPjMZ  

FREE 14-Day #TMTSChallenge https://t.co/A";""
"4380";"RT @TimBurt: Philippians 3:20  ""For our citizenship is in heaven, from which we also eagerly wait for the Savior, the Lord Jesus ";""
"4381";"RT @ToyHubDirect: #toyhub #dunblane #bofa #lottie Fantastic range of Lottie Dolls have arrived. FREE Lottie gift bag with every... https://";""
"4382";"RT @ovozainab: Bop to the Top is the ORIGINAL bop y'all. https://t.co/l2nj6QaM9u";""
"4383";"RT @spoiledbabbby: just been feeling like everybody tryna play me ... ";"<GRIMACING FACE>"
"4384";"RT @CathyWilks2: No Indictment In Eric Garner Death http://t.co/UW818RAmp3 via @blackvoices";""
"4385";"@ocyooms @fuwafuwashit (dw, Nora is REALLY thankful, she's just too shy to admit it)";""
"4386";"RT @ssrajamouli: Baahubali 2 - The Conclusion HINDI trailer.. #Baahubali2trailer..   https://t.co/APjdJvwNfP";""
"4387";"If You Encounter These Sings Your Liver May  https://t.co/ihQTUvNZ9R";""
"4388";"RT @wildestjimin: hoseok with specs, brown fluffy hair and a puffy jacket this was such a look TAKE A LOOK AT HIM https://t.co/creHRmicoc";""
"4389";"OMG! You have to see this. #BIGOLIVE &gt; shares? / no face.  
https://t.co/i8rHHkhonh https://t.co/WQXKOBcmKx";""
"4390";"RT @guardian: Humanoid: portraits of robots that look like people https://t.co/zrZSEDhDBw";""
"4391";"RT @dylansprouse: I will have full, hour long conversations with my dog but refuse to read even a page of a user manual";""
"4392";"RT @IAmKpopTrash_: Why are Romeo and ToppDogg so underrated..";""
"4393";"@donitasait thank you!!";"<PURPLE HEART>"
"4394";"RT @bzykcqjox: Naughty housewife playing with her wet pussy   https://t.co/RXYWUmUDKY";""
"4395";"The 3-Ingredient Elixir That Can Clear Mucus From -- https://t.co/mL5io0Q1R8";""
"4396";"RT @7maiiddd: Dont expect much and you wont be disappointed";""
"4397";"I played the Sandy Caps mini game in Paradise Island 2, and my score was: 254 #ParadiseIsland2 #GameInsight";""
"4398";"RT @BirdGuides: Here's a video of an African Rock Python consuming a Spotted Hyena. Quite amazing. https://t.co/b1eEOAz6eE";""
"4399";"RT @Invest4_Success: Look at this on eBay https://t.co/Kbw3vFwyP9 #coins #silverbullion #auction #sale";""
"4400";"RT @RaineyOvalle: When you use 'thus' in a paper. https://t.co/nMjwI1AejD";""
"4401";"RT @bxtterflystyles: I JUST HUGGED HARRY";""
"4402";"@gilsonalex4 whomst";""
"4403";"RT @Strmstock2017: Happy 77th Birthday Phil Lesh! Takes a whole pail of water just to cool him down! https://t.co/xZtqMfLRmC";"<HEAVY BLACK HEART><HIGH VOLTAGE SIGN><ROSE>"
"4404";"A Man Has Created A Lipstick To Glue V Lips Together So Period Blood Cant Escape https://t.co/8tWpmmRVus";""
"4405";"Saturday https://t.co/U0vKj6bR4Z #Weather #SanAntonio";""
"4406";"RT @AylinSerce_: Can you find 4th person hidden in this picture? https://t.co/zrOGxWUPe9 https://t.co/3Ji9Y9tGIa";""
"4407";"Forecast for Thursday as of Mar. 16 4:13 AM CST https://t.co/ymM8RoWqqf #nica";""
"4408";"RT @tisoyrichardsjr: She is the lighthouse in the night that will safely guide me home..

#ALDUB20thMonthsary 
#DTBYProtesta https://t.c";"<MULTIPLE MUSICAL NOTES>"
"4409";"@MichaelLCrick Yet in BBC interview with Dominic Raab earlier, he asserts Tories as being from start of enquiry 'pr https://t.co/7Tpw3OO8qC";""
"4410";"RT @madhukishwar: Given 1000yrs of Islamist invasions,massacres,slavery,loot,plunder,forced conversions + 1947 Partition,India better ";""
"4411";"Ayesha Omar and Ahsan Khan on the set of #Rehbraa. #newproject @khanahsanofficial @ayesha.m.omar #Socialdiry https://t.co/lWbxUS5wC4";""
"4412";"RT @muslashohammed: CruSAY WHAAAAAAT";""
"4413";"Keeping faith in the Mayor and John Biggs protecting air quality in Olympic Park and saying NO to LLDC's plan for new road network #cleanair";""
"4414";"RT @myunwrittensoul: ""I did my best, but I guess my best wasn't good enough.""";""
"4415";"RT @MetalMemoriesUK: Win A Baby Framed Print! Simply F+RT to enter: Ends:17th March 2017 
https://t.co/nHmy5AANgD      
#gifts #win ";""
"4416";"@liviu__ @AbbyMartin 45 or HR? That's like asking whether a .45 or a .357 magnum is better for suicide. #BernieWouldHaveWon";""
